experiment_id,candidate_id,query_id,query_text,track,source_doc_id,detector_label,retrieval_path,rank,doc_id,bm25_score,n_hits_returned
post_phase12_module2_M2-A,M2-A,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_char3gram_bm25,1,673,72.36627960205078,50
post_phase12_module2_M2-A,M2-A,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_char3gram_bm25,2,62331,70.77782440185547,50
post_phase12_module2_M2-A,M2-A,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_char3gram_bm25,3,523,66.56292724609375,50
post_phase12_module2_M2-A,M2-A,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_char3gram_bm25,4,63853,66.27656555175781,50
post_phase12_module2_M2-A,M2-A,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_char3gram_bm25,5,641,63.84525680541992,50
post_phase12_module2_M2-A,M2-A,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_char3gram_bm25,6,86,63.69157791137695,50
post_phase12_module2_M2-A,M2-A,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_char3gram_bm25,7,40694,62.61020278930664,50
post_phase12_module2_M2-A,M2-A,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_char3gram_bm25,8,62180,62.34657669067383,50
post_phase12_module2_M2-A,M2-A,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_char3gram_bm25,9,38447,62.28850173950195,50
post_phase12_module2_M2-A,M2-A,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_char3gram_bm25,10,335,61.943302154541016,50
post_phase12_module2_M2-A,M2-A,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_char3gram_bm25,11,62439,61.635040283203125,50
post_phase12_module2_M2-A,M2-A,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_char3gram_bm25,12,62405,61.588478088378906,50
post_phase12_module2_M2-A,M2-A,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_char3gram_bm25,13,653,60.864105224609375,50
post_phase12_module2_M2-A,M2-A,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_char3gram_bm25,14,63852,60.83625793457031,50
post_phase12_module2_M2-A,M2-A,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_char3gram_bm25,15,79031,60.40034484863281,50
post_phase12_module2_M2-A,M2-A,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_char3gram_bm25,16,62406,59.76146697998047,50
post_phase12_module2_M2-A,M2-A,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_char3gram_bm25,17,62425,59.75394058227539,50
